uid,昵称,性别,点赞,个人签名,等级,评论内容
180349115,海平面情歌悠扬,男,1,bilbil 知名lsp,5,三卡池啥时候出啊 一个版本三个男的 多出点女角色
9017201,德德不在呢,保密,0,我简直帅的没边了！,6,想抽钟离了  要忍住
141633472,skm的粉色小卷发,男,0,嗯嗯，我是现充，现充说话是这样的,6,[呲牙][呲牙]二十抽全是早柚哈哈哈
435475862,一点小确幸,保密,0,,5,菲mini和米卡性格一模一样
15465033,花寻晏,女,0,,5,诺艾尔溢出了，好在菲米尼和钟离一起来了！[星星眼]
175036167,析辞不非,保密,0,按照你喜欢的方式生活 别怕不合群,5,你充Q币吗[大笑]
449240542,我即是无双,男,0,米哈游我为爱发电，至于腾讯，不给钱谁给你打工啊？,5,玩了一次，还没玩懂
23238898,吃肉的兔賊,保密,0,,6,[大哭]命令你……我这就命…快从我池子里出来吧好孩子呜呜呜保底要到了总不能以后和你普池随缘吧啊啊啊
176837012,叶瀚,保密,0,,6,月卡党现在小保底30抽，等到水神池能攒出一个大保底吗
15450228,先喝酒在上刀,保密,0,,5,小保底终于没歪[嘟嘟][嘟嘟]
384164450,Levi_ccc,保密,0,,5,你们咋知道，我63抽出双黄的
89416433,Pixelshooting,女,1,孙权 烈焰 老王 南笙 凉心,6,感谢大家一直支持米哈游
2335051,香烤五花肉O_o,女,1,喜欢袁基和阿贝多…好想搞柏拉图…,6,这是我见过最内向的角色，比米卡还内向
238056056,半花夏开,女,1,刺儿,5,第一发单抽就出叻[原神_欸嘿][原神_欸嘿]
3042298,奥古特帕斯的炽热之躯,女,0,不复还,6,十连就抽到了，建号到现在第一次抽四星没出垫池事故[崩坏：星穹铁道_哭哭]非常好头盔
62316525,原野的龙,男,0,"渣本渣，本渣本！
狠太狠，太狠太！",5,"40抽出双金，而且2命菲米尼[doge]
当然公子是黄金屋抽的，说明公子愿意跟着我走[doge]"
86136998,杀死那个伊蕾娜,保密,0,喜多（きた）、郁代（いくよ）,6,试用详细玩了一下，本质是物理C，[tv_睡着]数值还是保守了，哎四星角色。
368966820,MgR37,男,0,不率先AOE，不拉黑，就事论事,5,所以钟剑跟他有啥关系
407443700,我叫小懒,男,0,此人很懒，什么都没有留下,5,50抽了还没抽出菲米尼，我纠缠全抽完了还没有出。[笑哭]
3226888,从北国到南国,男,0,缺糖分,6,[UPOWER_423895_mua][UPOWER_423895_mua][UPOWER_423895_mua]
11076677,心树SAMA,保密,0,剑网3的搬运工,5,为了菲米尼，之前池子刚出完小保底后一个10连又出大保底。
3546374828198032,可莉就要睡大街,保密,0,伏魔军团抖音分部驻b账号。非仙家军，请勿拄拐。,2,感电碎冰结晶超载这四个反应存在感太低了，根本没人去玩
512555218,毅心先生,保密,29,让我们开始新的尝试吧！诚接定制，价格实惠！,5,感谢米哈游
383660885,长耳腚光仙,保密,1,,5,有种感觉 七神迟早有一天会合体成一座大山。。。。
267013918,朦朦胧胧233,保密,1,,5,你怎么知道我十连出了菲米尼还送了个双黄[脱单doge]
298124070,非离修,女,2,再也不会给织女花一毛钱,5,散宝可能缺乏安全感和自信，因此对别人有过高的期待和依赖，当别人没有及时回复他的消息时，他会感到被拒绝或被忽视，从而产生“冷暴力”的想法。这可能与他童年时期没有得到足够的关爱和肯定有关，导致他形成了一种不安全依恋风格。:pleading_face::pleading_face::pleading_face::pleading_face::pleading_face:
20529980,熄灭最后的光,保密,0,,6,嗨害，各位早上好[傲娇]。
34617766,迷恋の那一抹艳红,保密,1,天上飘来五个字儿，辣儿都不是事儿~,5,6命了，开心
214544058,想要拥有一只咪,女,0,Geodaddy plz,5,十连命中嘻嘻
40727180,凌朦柠檬,保密,0,,6,37抽出
302144778,睡觉不噎死,女,0,"随便分享日常
但行好事，莫问前程.
来自斯莱特林 BIGBANG IS VIP",5,你怎么知道我三十二发出了钟离3个四星都出了 还出了把四星武器[脱单doge]
35669867,原神代代库洛姆铃兰,保密,0,原神肝 每天直播 qv 842863083 群7077-26058 ,6,老婆饼里没老婆
248904224,陌暮owo,男,0,Hi~ 很高兴能够在这里遇见你0w0（趴w~）,6,五十发一个都没出，太难受了
328891838,鲸落710,保密,4,,6,真·:cherry_blossom:妹特攻角色[原神_躺平]
431062624,桉的四叶草,保密,0,晴天多云转阴,5,为什么肚子好大
403779761,Lingering_echo,保密,1,尘影如音符，无论美丽或破碎，皆是余音绕梁长久不衰。,6,垫了49抽想抽个紫看看捞菲米尼，结果第一抽就出金光了，鸭鸭一命了，还抽错池子了本来觉得帝君命座比鸭鸭有用的……
526939062,此晴只為君,保密,1,妙知/維海乃是仙品！！！！！,2,三十抽出的，謝謝小企鵝[给心心]
35934538,港黑良心の小内八,保密,0,世界灿烂盛大,6,所以宝宝什么时候来啊啊啊啊啊我为了你下池子的哇！
35934538,港黑良心の小内八,保密,0,世界灿烂盛大,6,我测，一句“命令我吧”大晚上的听in了[保卫萝卜_哇]
474322853,神秘抢币男,保密,0,,5,[辣眼睛]
480903577,洛蕾塔-8,保密,0,"仇忾无涯，征逐无疆，猎君几多愁？
辰矢在弦，金瞳炽焱，帝弓莫回首。",3,[给心心]
6690360,耶梦加得没有眼泪,保密,0,君と私でフューフュー～(✿◡‿◡),6,为了抽菲米尼歪了一个公子和迪西雅[翻白眼]上次抽了70发也没出琦良良 四星比五星难出这是可以说的吗[笑]全是旱抽 要不就是武器 这破机制看来是打算用到关服了
2440699,红色高跟孩,女,1,。,6,试用完确实感觉挺好玩的，不过投了50抽下去，早柚满命了都没出，不敢再抽了
19838508,GolDenSiR-Studio,保密,0,"Discover&Create
不喜欢就滚",6,(･∀･)
28460095,非常纯洁的污妖王,男,0,,5,为什么不是水元素，就差水双手武器了[笑哭]
37815622,赫卡璃Saturnalia,男,1,———————————————,6,我超，官方终于想起了碎冰[笑哭]
434957931,宵宫姐姐我永远喜欢你,男,0,蔷哥yyds,5,池子里根本没有钟离，全是诺艾尔呜呜，已经六命了，菲米尼也1命了
687114886,五百川之彦,男,0,有你一样勇敢就好了。,5,刚刚合成台，立刻拉满了[OK]
803966,灾难的球鞋,保密,0,对方正在打字中,6,七七:你得自己给自己下命令
38145890,墨冥雪,保密,0,咩咩咩咩咩咩Q Q $_$,5,很好歪了不说四十抽没一个菲米尼@
319036258,隐形人0,保密,1,,5,好喜欢菲米尼头套这个设计，有种恐怖片里连环杀人犯的感觉。作为壁炉之家的内向小孩，这个思路很搭。可惜30多抽了还没来[萨卡班甲鱼_瘫倒]
415215486,Everglow_永昼,男,0,,4,米哈游能不能降低材料门槛，肝不动了
1320508964,02の比翼之吻,男,0,全世界无产者，联合起来！,4,米哈游给我一个解释
36293110,萧刻羽,保密,1,,5,菲米尼和米卡的机制真的好契合，而且俩人性格相近（都是有些内向的小男孩），工作性质相似（一个是潜水员，一个是测绘员，一个上山，一个下海），估计很合得来！我同意这门亲事[脱单doge]
15428799,业炼邪炎,男,1,,6,笑死，优菈羡慕不来的冰物双伤
252096333,席德D,男,2, 忘れられない人 ,6,菲米尼的攻击手感让我回想起第一次玩姥爷时的快乐:loudly_crying_face:   一万原石没有菲米尼，出来钟离、琴若干早柚女仆， 口瓜！全是早柚，根本没有菲米尼大家快跑口圭
399739772,沃德玛莱,保密,2,,5,[脱单doge]写给想入坑的，听我一句劝，这个游戏你玩可以但绝对不值得充钱，一分都不值，本人新手期送的蓝球抽不到角色开荒异常痛苦，最后氪了一千多，上次心海120抽来的，这次钟离150抽没来，没球了，没意思了，后面水神更不想了，直接卸载，给这游戏充钱确实是交智商税，我已退坑，望后来萌新引以为戒。
98343493,娜贝拉尔--伽马,保密,2,Smile. INTP-T 八重神子单推人. Cytus Ⅱ玩家，视频会夹带私货放音游曲，八重神子配队培养可私信可评论。我喜欢喜欢我的人,5,菲米尼的语音里写到旧仆人让他像发条机关一样执行命令，新仆人父亲大人上台后让壁炉之家的孩子们珍惜自己的生命
170772667,侑侑日常大王,保密,2,常住在B站的b努力提高投稿质量，望大家多多支持！（欢迎来我直播间耍。关注我就是给我最大的动力,6,好好好，知道我小保底出林尼了然后三十抽送我钟离是吧
36937282,香菜天下第一好吃,女,0,世界不能没有小狗,6,我发现想要的四星永远不来，一只菲米尼都没有[微笑]
3537111586179232,消解的冰床,保密,0,,2,6抽心海大保底夜兰4抽钟离，人生真的是起起伏伏啊！
4072239,静听心声,男,0,除了吐槽我还能做什么,6,重新定义“保护”[藏狐]
435186456,Kogis默黔,保密,1,想要守护珍爱之物，只有盾是不够的，所以我才会握起枪,5,机制很有意思，之后好好体验下[崩坏3·光辉矢愿_吃西瓜冰]
502138274,大大怪不怪呀,保密,4,,5,今天抽完了，70抽一个钟离（大保底），满命女仆，一个菲米尼，一个早柚，整整齐齐，金盆洗手[OK]
34509893,糖糖糖糖福禄,保密,2,“初遇”,6,这个碎冰反应不会是为了后续那个典狱长探路的吧？
3665703,贺浮沫Hefumio,男,0,生活游戏分享,5,80抽，没有菲米尼！！！！
518465868,辉耀晓光,男,0,,5,机制还挺有意思的[doge]
613817302,贪吃的小白露,保密,0,,5,三兄妹到齐了[脱单doge]
8777909,小肉包哇小肉包,女,0,疼吗？抱歉，无论如何我都不会松口的,6,什么冰系迪卢克
16488321,两块猫饼,保密,0,"铁锈战争将军mod制作者
（MOD未发布）",5,要打碎冰就不能打BOSS，要打BOSS就不能用碎冰……
276663900,Sally_Face_,保密,0,,5,全是早柚，没一个菲米尼
6838628,柚柚奈酱,女,1,arashi～forever～,6,200抽弟弟终于来了[未定事件簿·归心之所_尽力了]………但是，200抽………我的哭哭龙又要哭了[保卫萝卜_哭哭]
8226957,AE86丰田,男,1,咕咕咕～咕咕咕咕,6,这可是一次都没歪呀
1715040030,帝君的桂花酒,保密,0,QQ群：863798935,4,菲米尼也满了[鼓掌]270三个钟离（池子里面有个刻晴）
23010193,EVA_DXW,男,1,和我杠没事，因为你无脑蠢笨,6,90发。。。帝君没来，刻晴和这孩子倒来了 还满命了。。。[保卫萝卜_哭哭]
502185967,顺嘞个顺,女,0,如果你在，你就是我的风景?,4,好耶
387981894,美丽de你,保密,0,加油努力做好自己,5,666
38767452,feicool,保密,1,,6,这个角色真的有意思，不同的配队不同的操作方法，而且打起来很爽
504243941,猫猫乐奈奈,保密,0,,5,八九十发才出了菲米尼，公子把我大保底都吃了[热]
243147858,晾汁沈梦溪,男,2,。。,5,牛逼啊真牛逼啊，精二贯虹。逮着老子薅。人物个个大保底，武器个个满定轨，还回回这样，你真牛逼啊，圈钱真牛逼。
3840404,devil-cosmos,保密,0,,6,mhy的祖传复杂解说，e技能可以开了后打四段，前三段冰伤，最后一段物攻，再次释放就是视频里的下劈攻击，大招开启之后，战技冷却缩短，解锁天赋后增强二段e的伤害
85817286,娜娜奇-QAQ-,女,0,末永くそばに居られますように,6,阿巴阿巴阿巴阿巴[热]
84478987,Airwords,男,1,爱的......是什么......,6,我今天才发现，目前只有菲米尼和林尼两个人3命的命座加的是普通攻击的等级？啊？啊？可是？啊？你这样做命座你把宵宫置于何地啊烙铁？啊？
87887990,丿孤タ月,保密,1,,5,你怎么知道我刚抽完林尼复刻池就10发出钟离，第11发歪了迪希亚，下个卡池稳了，第12发出了菲米尼凑齐全角色。
57391714,滚滚给局长暖床,男,1,,6,啊？
9372240,山居猫,保密,0,,6,米忽悠把孙晔老师包了吧[脱单doge]
1508604210,莱欧斯利--,男,2,"拉黑等于自己承认破防

顺便看心情帮不帮你挂贴吧上",4,所以说菲米尼能走的玩法实在是太多了，无伤流，冰伤流，碎冰流，融化流，彩虹流等等……
1429428235,牧之的麻子脸,保密,5,我们联合！,5,瞅了一眼菲米尼的命座[热词系列_知识增加]满命有希望问鼎四星主C前排啊
652284905,诗玖1229,保密,0,,5,原来他和林尼是同一个配音吗[热词系列_知识增加]
385344781,恩内致死,保密,0,"""May you, the beauty of this world
 always shine.""
你便是世界上的美好，永远闪耀",5,抽菲米尼钟离三命了[脱单doge]，各位有什么头猪嘛
37831079,BUD_,女,0,往日归去。,6,戴上潜水头盔像豌豆射手
230315258,cpu_j,男,1,"目前cr，bs养老玩家，不常上线
灵感匮乏中，欢迎合作",6,为什么游戏老进不去
285812011,梵天壹,保密,0,,5,我靠，菲米尼居然不吃生命，差评，看着背包里的两把精5钟剑头疼[笑哭][笑哭]
28795609,叁悅柒,保密,0,,6,这期的操作员操作有点乱
324902874,niko萝丝,保密,0,,5,菲米尼的紧身潜水服怎么没有[抓狂]
3493126477974053,9527号皮皮虾,男,0,一个极度无聊的人,3,不明觉厉[妙啊]
24676058,昵称呗兔纸吃掉了,女,0,喜欢就是喜欢！,6,130抽才抽到一个菲米尼，这合理吗[思考]
15703649,二十年匠心巨制,女,1,反正破防的又不是我，哎呦你好急，打字累不累啊辛苦了,6,好复杂，听晕了
486636962,-yybyy-,男,0,,5,60抽没出一个，一会儿公子都要出来了[保卫萝卜_哭哭]
22910679,落雨梨花夢,女,0,,6,我的菲米尼呢？
1820415565,鸣雷寂灭,保密,1,,4,晚上好，各位。
555848382,可爱的小惊涛,女,1,胡桃我家的老婆,5,70没出，不敢抽了[原神_哭哭]
482163978,仲夏-_-,保密,0,,4,今天60级了[兔年]
486636962,-yybyy-,男,1,,5,别的不说，这次的角色试用很爽
88702351,我要原石和星穹,男,0,I am iron man,6,没抽到[捂脸]希望能看到到手，不然公子要出来了
475182428,艾米莉的布娃娃,女,0,无可取代的，你在我心目中。,5,60抽一只[保卫萝卜_哭哭]
71952885,Zico_S,保密,0,WIZ*ONE LOVE IZ*ONE，在平行世界的那一头我们从不分开,6,120抽都没，认真的吗？
11480542,空情致以,保密,0,万相空无然则归绫,6,钟剑还是无人可用（悲
31352799,凉月么～,保密,0,,6,笑死 一只菲米尼都没有[墨镜]
19529533,异兽饕餮,男,0,"目前用的是公皮个人势随缘直播任何游戏，画师名是楚猄川,模型师名是吉大喜",6,10抽完事了
3546378737289803,zlmlksywdj,保密,1,,2,奔着钟离去的，结果菲米尼抽到满命……帝君才中了两个[大哭][大哭][大哭][大哭][大哭]
473509476,新用户已注册成功,保密,0,我知道你很急但你先别急,5,请继续出男角色 我好攒满命呢
277382394,听风雨000000,保密,0,"谁不稀罕美少女呢？
你说是吧！",6,可惜不是女孩子，我想要弱气受的女孩子啊，可惜了。
241699515,Alicelia_,保密,0,这个人不神秘，也什么都没有写,5,卡在了有点奇怪的地方[tv_鬼脸]
346342948,请问你要来點兔子吗,保密,0,,5,我爱娜维娅！
184838843,_大飞老师,保密,0,无意义的辩论不想参与,6,草行久拴条狗[吃瓜]  没错指的是我自己
1228088534,的安卡,保密,0,,4,"以下是我个人整理的关于菲米尼各种配队纯纯个人感觉，如有异议，皆是你对
 1 超导物伤：菲米尼+久歧忍（或雷神，菲谢尔，北斗）+米卡（游戏体验刚需）+任意辅助诸如万叶钟离夜兰行秋非六命班尼特等
  2永冻碎冰：菲米尼+行秋（或夜兰，莫娜，心海）+米卡+万叶钟离夜兰等风水冰岩系辅助副c
  3冻绽放队：菲米尼+草神（或草主，柯莱等后台挂草）+久歧忍（或者其他后台挂雷）+行秋（或夜兰心海）
  4 融化队：菲米尼+六命班尼特+任意生存辅助诸如早柚心海芭芭拉钟离米卡迪奥娜等等+任意增伤辅助罗莎莉亚香菱行秋万叶莫娜夜兰申鹤等等等等
  5 永冻队：菲米尼+埃蒂斯（充能得高）+任意风岩冰水系生存辅助+任意风岩冰水系增伤辅助"
477870315,____任平生,保密,0,,4,[打call]
3494358839986229,crhzyr,保密,0,,3,110抽鸭鸭都出了，女仆满命了，没有菲米尼[酸了]
45030026,黑夏暮风君,保密,16,原神咸鱼，我永远喜欢钟离先生.jpg,6,三年月卡党，出一次池子抽一个，今天终于满命咧[墨镜]
445034571,易辰繁星,男,4,远的不是距离，而是次元啊！,5,笑嘻了抽钟离结果菲米尼4命[doge]
521938765,一生单推阿绫,男,1,"May you,the beauty of this world,always shine",5,七十抽，中间歪了一个刻晴，一个菲米尼都没有，原宝，你有什么头猪吗[辣眼睛]
565483156,琪琪娜鹿,女,1,"圈子：刺七（杂粮），加查（新手），凹凸（丹梦女，磕杂粮（包括丹秋，真丹），原神（8级萌新）
如有雷点，自行避雷！
如有雷点，自行避雷！别虾！",4,米哈游！！三个紫！！你甚至给我了这个池子没有的云先生你都不给我一只菲米尼！！[大哭]我突破材料和武器圣遗物都刷好了！！给孩子只菲米尼吧！！！[大哭]
2124631385,七剑神通,保密,1,坚持以原神为核心的米哈游的领导，坚持不懈，积极探索国产3A大作的证道之路。,3,娼年贞德能不能似一似
357526349,冷面小小青龙,保密,2,故事结局很美丽 过程曲折而已,5,这个宝宝好可爱，但是我已经被夜天后掏空了[大哭][大哭][大哭]只有20抽抽到一个[大哭][大哭][大哭][大哭]不过也很幸运了还能抽到一只，但是老登我真的生气了，每次不是大保底就是小保底！！！！:anger_symbol::anger_symbol::anger_symbol::anger_symbol::anger_symbol::anger_symbol::anger_symbol::anger_symbol::anger_symbol::anger_symbol::anger_symbol::anger_symbol::anger_symbol::anger_symbol::anger_symbol::anger_symbol::anger_symbol:
3794431,天锁斩月_卍,男,0,积极向上的人,6,240抽2命钟离外加1个刻晴什么水平？？？？？？？[脱单doge][脱单doge][脱单doge][脱单doge][脱单doge][脱单doge][脱单doge]
1521685095,赤木方,保密,0,“方”是“平方”的意思，我叫赫林，很高兴认识你。,5,大家晚上好，你们怎么知道我十连出了[脱单doge]
396085012,天津小林子,男,2,欢迎光临，不如看看再走,5,你明显是知道一个角色毒在什么地方，这个潜水人要不是数值不给够，完全可以做优菈的上位替代[星星眼]
1716191818,独花影,保密,1,,4,完了，钟离歪迪卢克了[大哭]
386838961,当喻黄碰上荼岩,保密,1,诶嘿,5,哇，又是一个冰系小男孩
436025682,鲨鱼辣椒2022,保密,1,,5,2把满精专武
259256849,擅长体贴的椎叶同学,保密,0,成分略微有些复杂的正常人(^_^)/,5,这C挺有意思，真正的正E人
528701065,Thriller_625,保密,3,You are not alone ,5,290多发砸进去 才一个帝君 早柚小可爱和菲米尼都满命了
350314479,Nallpe_,保密,1,,5,池子里面根本没有菲米尼[微笑][微笑][大哭][大哭][大哭]
1379016200,盈宵,男,0,“生活可能会绊倒任何一个人，但我们最重要的是互相搀扶啊”,4,菲米尼，我目前玩的最爽的种门驾驶员，后面资源更多了就拉起来当主c带队[给心心]
1719451154,七次方奚,保密,0,有点肝不动了_(:з」∠)_,5,10抽出钟离小保底没歪，结果公子池抽菲米尼整整120抽没有菲米尼，诺艾尔和早柚都满命了，还歪了个迪卢克一命，早知道就每天一发十连捞菲米尼的，这下水神稳了[原神_喝茶]
344228263,什七再加七,女,0,,4,我的小企鹅多来几只吧[大哭]池子里都是早柚
10419625,夜寐眠,男,10,摆烂人活在当下吧,6,我对着岩王爷多出一根柱子发呆，就是没有菲米尼[捂脸]试玩挺不错的无线e
4719133,ぺロロンチーノ,保密,0,ⓘ  该账号封禁中,6,菲米尼我抽满命了[笑哭][笑哭][笑哭]
11737984,Grost_,保密,0,,5,菲米尼很擅长修机械，那坏了的钟剑是不是也能修好了？[大笑]
298769726,乀浮熙,保密,0,,5,80+抽都能歪？
178854345,艾希黑,保密,0,,4,4？5？
1928852887,结局是变成一朵云,保密,1,热爱世界的人就应该被全世界宠着！！,4,一百一十抽歪迪希雅就算了，也可以进林尼队，我不挑，但是一百一十抽没一只菲米尼是不是就过分了[无语]
9238534,Kleeph克里夫,男,0,老得头发都白了照样风搔~,6,挺好的，抱厦12层吧[星星眼]
627408538,汇冬呱哒,女,0,开学了家人们   无语  终于能看手机了,4,阿神睡了没[脱单doge]
479171969,磊he,男,9,这个人什么也没留下,5,菲米尼:主碎冰反应，四星配队为菲米尼 行秋 米卡 久岐忍，开荒队伍为菲米尼 芭芭拉 丽莎 凯亚，五星配队为菲米尼 夜阑 雷神 米卡，以上为菲米尼的主流配对，开荒配队和菲米尼的伤害拉满配队。主战技副普攻再元素爆发，按主c输出圣遗物给，四苍白或骑士苍白二加二，攻击沙物伤杯或冰伤杯，暴击爆伤头
11720266,亚里士多得意,男,0,分享些乱七八糟的东西,6,我服了，70抽没一个
486582102,小午就很棒,男,0,,5,[tv_点赞]
22682624,Op吃瓜群众,男,0,左右随,6,100抽两个帝君一个小提[脱单doge]
526426558,_卍卍卍卍_,男,0,人生无常，积极面对,5,[doge][脱单doge]
372412846,撒丫的夏天,保密,0,,5,哈哈哈
399211345,安浔喵,女,2,,5,乖宝宝
434343124,实央家的猫布丁,保密,0,早睡！！呜哇哇哇(つД`),5,我只想要一只一只！！[大哭][大哭]一只都不给我吗？？菲米尼，我的宝[大哭][大哭]
176577037,3座大山,保密,1,《饭圈，小学生，二次元》,6,哦～原来是你啊。你让我想起来了一些东西
21512160,HXN5的艾丽卡,保密,0,"来，都可以来 关注艾丽卡的YouTube频道Elika - GGWP Channel! 艾丽卡直播吹水群981210729
艾组长期吃人啦！",6,这么社恐 完成愚人众的任务是不是也只能是纯行动派啊
28811550,天真无邪笑辰缘,男,1,梦想还是要有一下的，万一实现了呢（手动滑稽）,6,钟剑：坏了！原来我只是外观专武[微笑]
244118095,一片小黄ya,保密,1,我爱这个世界，但这个世界未必爱我。。。多读读过秦论吧,5,晚上好[大哭]
1971552298,嘎吱嘎吱嘎吱咯吱,保密,1,,4,"菲米尼:佩伊陪伴我，我会保护佩伊（狠狠地发射佩伊）
由此可见:
谢谢佩伊（保护佩伊原因）
    ↓不善言谈
射射佩伊（保护佩伊结果）"
23950209,MagiCatz,保密,0,风雪的缩影，如琉璃般飘落。,6,[脱单doge]
23102079,中立愚者,男,0,乃琳，一个爱与智慧的完美结合体,6,感觉除了潜水没啥用，就是个标准的优菈下位
455244221,黑化肥加灰化肥,男,0,,5,什么，你们怎么知道我钟离30抽出了两个[doge]？
133770197,岚笛醉离鸢,女,0,,4,90抽没有菲米尼，气死我了[难过]
3493077643692254,卡尔要拿五杀,保密,1,批判的武器不能替代武器的批判​,4,和五郎组成旺旺碎冰冰队[脱单doge]
106174926,遇天涯,保密,0,,5,40抽一个没有，就不抽了[小电视_发愁]
16495638,踟夢,女,0,踟蹰彷徨 溯游而上,6,一发来了我哭死 你好爱我
23525212,金色花楸树,保密,1,金雀花在走廊上漫步，凌晨五点带来一封匿名信。艾蒿种子和草皮的味道。,6,"分享一下抽菲米尼的经历，瞎想的
队伍里放了水主、琳妮特，没有林尼就随便找了一个火系，菲米尼是冰系所以找了一个冰系。
找到菲米尼家门口，水主站在这里抽卡，第二个十连出了一只菲米尼。"
282274111,242588562,男,1,,6,[Cat2_EatByDonut][Cat2_EatByDonut][Cat2_EatByDonut]
286227049,你爸哭着,保密,1,,4,什么时候能像星铁一样出个主词条自定义啊，全都是治疗头啊，苍白本一个月没看见过攻击沙了
4668154,美食作曲家刘苏粮R,男,1,,6,官方发消息了，菲米尼下版本进常驻了[吃瓜][吃瓜]
1508604210,莱欧斯利--,男,2,"拉黑等于自己承认破防

顺便看心情帮不帮你挂贴吧上",4,"菲米尼打的是碎冰流哦，你看他自己打物伤还能同时自己挂冰，后台行秋夜兰都行，命座给的也是碎冰伤害加成，这是第一个真正意义上打碎冰的角色呢。
但他肯定不是纯打碎冰，只是让你在打冰伤和物伤的同时给你来许多碎冰伤害的补偿，这三种伤害加起来已经很高了。"
316539744,是谁家的小狐狸呀,保密,0,甜品是活下去的希望！是黑暗里的救赎！是人类的颂歌！是末日的曙光！我要大声的喊出！我爱甜品！！！（植物奶除外）,5,晚上好，各位[墨镜]
38730869,格兰芬多的交换生,男,1,,6,碎冰？该你出场了，阿贝多
1224567389,月下赏漫,保密,1,,4,这不就是第2个重云吗？[大哭][大哭][大哭]
418028904,一只散厨兼恒厨岚小妍,保密,0,"你好，阿散，结婚
你好，饮月，结婚",4,菲米尼用赤角怎么样？
297318642,泡芙弦月,保密,2,千锤百炼锋芒毕露游刃有余吉光片裘,5,视频出声之前我居然一直脑补叽咪的声音[鹿鸣_抓狂]
529800326,德古-,男,0,救赎之道，就在其中,5,想要双黄钟离
1892945042,湫至夏,保密,0,,5,"月卡党玩了两年半，满意离开。[崩坏：星穹铁道_心]
菲米尼可爱捏，满命了，练起来！[崩坏：星穹铁道_哼]"
1239917659,青空栀浅_流云薇眠,保密,0,青空栀浅，流云薇眠,4,晚上好，各位
628235617,苍茫大地-萨隆-,保密,0,就一个看视频的A9自动菜壁,4,大家晚上好啊[doge]没有保存出金时的截图只能用抽卡记录代替了[tv_doge]
1012384592,菜雅Q,保密,0,原神代肝107天53级你值得拥有,4,谁懂啊原本是想抽菲米尼的结果一个十连公子来了[捂脸]
1543698530,回忆路上的过去和未来,保密,0,在回忆这条路上，俯视过去，仰望未来...,3,So？[微笑]
4071322,未来无限劫,男,0,近视眼千万别摘了眼镜看我头。像,6,米家祖传腿环，菲米尼也有
1995140,玛丽玛丽空空,保密,1,,6,十抽出了！！谢谢你愿意来！！！
690126441,Fuki_qaq,保密,0,社交障碍_懒癌患者_中二病_瞌cp,5,菲米尼怎么那么难出啊，一共七十多抽，我都歪迪卢克然后连金出帝君了，怎么菲米尼还不来啊，平等地嫉妒每一位有新四星小男孩的人[酸了]
30993368,Grand_Tyrant,保密,0,攻击汉奸  人人有责,6,时钟剑？  技能没有生命值加成？
9435009,我猪脚饭哪去了,男,2,哦哈哟，卡扑腾！,6,50抽没出 大保底  不敢抽了啊  ！！！菲米尼 不是我不爱你 而是米哈游！！！！！你该死啊！！！！[大哭][大哭][大哭]
672433022,三只小元芳,保密,0,,5,大号50抽1只，小号150抽没有[大哭]
17489530,CdrlMA,男,0,妖魔鬼怪快离开，,6,泻药，80抽小保底钟离没歪，一个菲米尼也没见上[微笑]
16933548,綿雪の夢,保密,0,不要忘记这份温柔,6,开完大招无限e
483982614,拉黑我的和肖战结婚,保密,0,"儿子又来看爹啦
我会祝福你和肖战的婚姻的捏",5,8发抽出来了菲米尼果然懂事！
241699515,Alicelia_,保密,0,这个人不神秘，也什么都没有写,5,我不抽他，我不要兄妹里多一个没有血缘的弟弟[傲娇]
450847714,神乐无殇,保密,1,这个人很懒 什么也没留下~,5,你说得对，但是隔壁崩铁出不到半年安卓端就适配手柄了
1765976169,自在红尘逍遥客,保密,0,超新星爆发,4,四星不是后台就没用
30584469,SLMD_,男,0,b站能推荐点给人看的东西吗,6,抽不到，希望下次可以歪给我[傲娇]
689821008,一介小小过客,保密,0,,4,机关精巧，方保无余[脱单doge]
355606302,Kce,男,1,,5,4个月没玩原神了，今天上号准备看看的，一抽就中，就一抽啊！！！！
675068917,吓日琪兵,保密,1,,5,我的思路是，菲米尼米卡双冰，再加个水雷体系，比如北斗夜兰，雷神夜兰，雷神行秋都可。我看感觉菲米尼机制不错，命座也都稳步全面的提升输出，高命感觉可能比优菈强[笑哭]。
6538417,FivePower,保密,1,,6,两个角色都有了，想抽菲米尼不敢抽[大哭][大哭][大哭]下版本来常驻找我吧[保卫萝卜_哭哭]
579831459,想变优秀的肥宅,保密,0,我有四个人格，两个在脑子里打架，一个抑郁症，一个被害妄想症。我的现实生活很不如意。,4,今天用换的5发单抽连着两个诺艾尔，我还以为我中幻术了[喜极而泣]
12129592,糖醋油赞子,保密,0,,6,大家可以尽情和菲米尼玩耍啦，因为机巧少年不会__ __[Cat2_SushiBed!]
3461564032092221,-希娜-,保密,0,每个人都是一样的，唯有我 与众不同。事实如此，多说无益！,3,是的，学校会阻止我蜕变！真高兴每次在我有困惑的时候能有人点醒我
1778276433,NCC-1701-联邦星舰进取号,保密,0,,5,最早的一次
504644380,针的不是新人哒,保密,0,,4,"今天去别人世界发现bug,这问题不大吧？"
2029791334,一颗小吉祥草,保密,0,,4,大家晚安[doge]
480903577,洛蕾塔-8,保密,0,"仇忾无涯，征逐无疆，猎君几多愁？
辰矢在弦，金瞳炽焱，帝弓莫回首。",3,[给心心]
